evt	flute	sampler	osc	reverb	harm	freqShift	noise	spat
6.2	dtoh	tton,ttoh,tto2	oton,otoh,oto4,oto2	rto2,rto4	hto2,hto4	fto2	ntor	
6.3	dtoh	tton,ttoh,tto2	oton,otoh,oto4,oto2	rto2,rto4	hto2,hto4	fto2	ntor	
6.4	dtoh	tton,tto2,ttor	oton,oto4,oto2,otor	rto2,rto4	hto2,hto4	fto2	ntor	
6.5	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.6	dtoh	tton,tto2,ttor,ttoh,ttof	oton,oto4,oto2,otor,otoh,otof	rto2,rto4	hto2,hto4,htof	fto2	ntor	
6.7	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.8	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.9	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.10	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.11	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.12	dtoh	tton,tto2,ttor,ttoh,ttof	oton,oto4,oto2,otor,otoh,otof	rto2,rto4	hto2,hto4	fto2	ntor	
6.13	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.14	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.15	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.16	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.17	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.18	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.19	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.20	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.21	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.22	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.23	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.24	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.25	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.26	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.27	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.28	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.29	dtoh	tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.30		tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.31		tton,tto2,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rto4	hto2,hto4	fto2	ntor	
6.32		tton,tto2,ttor	oton,oto4,oto2,otor	rto2,rto4	hto2,hto4,htor	fto2	ntor	
6.33		tton,tto2,ttor	oton,oto4,oto2,otor	rto2,rto4	hto2,hto4,htor	fto2	ntor	
7.0		tton,tto2	oton,oto2	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.1	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.2	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.3	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.4	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.5	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.6	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.7	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.8	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.9	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.10	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.11	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.12	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.13	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.14	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.15	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.16	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
7.17	dtor	tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	ntor,nto4	
8.0		tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	nto4	
8.1		tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	nto4	
8.2		tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	nto4	
8.3		tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	nto4	
8.4		tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	nto4	
8.5		tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	nto4	
8.6		tton,tto2	oton,oto2,oto4	rto2,rto4	hto2,hto4	fto2	nto4	
8.7		tton,tto2,ttor	oton,oto2,oto4,otor	rto2,rto4	hto2,hto4	fto2	nto4	
8.8	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.9	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.10	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.11	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.12	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.13	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.14	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.15	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.16	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.17	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.18	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.19	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.20	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.21	dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.22		tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.23		tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.24		tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.25	dtor,dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.26	dtor,dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
8.27	dtor,dtoh	tton,tto2	oton,oto2,oto4	rto4	hto2,hto4,htor	fto2	nto4	
9.0		tton,tto2	oton,oto2,oto4	rto2	hto2,hto4		nto4	
9.1	dtor,dto4	tton,tto2,ttor	oton,oto2,oto4,otor	rto2	hto2,hto4,htor		nto4	
9.2	dtor,dto4	tton,tto2,ttor,ttoh	oton,oto2,oto4,otor	rto2	hto2,hto4,htor		nto4	
9.3	dtor,dto4	tton,tto2,ttor,ttoh	oton,oto2,oto4,otor	rto2	hto2,hto4,htor		nto4	
9.4	dtor,dto4	tton,tto2,ttor,ttoh,ttof	oton,oto2,oto4,otor,otof	rto2,rtof	hto2,hto4,htor	fto4,fto2	nto4	
9.5	dtor,dto4	tton,tto2,ttor,ttoh,ttof	oton,oto2,oto4,otor,otof	rto2	hto2,hto4,htor	fto4,fto2	nto4	
9.6	dtor,dto4	tton,tto2,ttor,ttoh,ttof	oton,oto2,oto4,otor,otof	rto2	hto2,hto4,htor	fto4,fto2	nto4	
9.7	dtor,dto4	tton,tto2,ttor,ttoh,ttof	oton,oto2,oto4,otor,otof	rto2	hto2,hto4,htor	fto4,fto2	nto4	
9.8	dtor,dto4	tton,tto2,ttor,ttoh,ttof	oton,oto2,oto4,otor,otof	rto2	hto2,hto4,htor	fto4,fto2	nto4	
9.9	dtor,dto4	tton,tto2,ttor,ttoh,ttof	oton,oto2,oto4,otor,otof	rto2	hto2,hto4,htor	fto4,fto2	nto4	
9.10	dtor,dto4	tton,tto2,ttor,ttoh,ttof	oton,oto2,oto4,otor,otof	rto2	hto2,hto4,htor	fto4,fto2	nto4	
9.11	dtor,dto4	tton,tto2,ttor,ttoh,ttof	oton,oto2,oto4,otor,otof	rto2	hto2,hto4,htor	fto4,fto2	nto4	
9.12	dtor,dto4	tton,tto2,ttoh,ttof	oton,oto2,oto4,otof	rto2	hto2,hto4,htor	fto4,fto2	nto4	
9.13	dtor,dto4	tton,tto2,ttoh,ttof	oton,oto2,oto4,otof	rto2	hto2,hto4,htor,htof,hton	fto4,fto2,fton		
9.14	dtor,dto4	tton,tto2,ttoh,ttof,tto4	oton,oto2,oto4,otof	rto2	hto2,hto4,htor,htof,hton	fto4,fto2,fton	nto4	
9.15	dtor,dto4	tton,tto2,ttoh,ttof,tto4	oton,oto2,oto4,otof	rto2	hto2,hto4,htor,htof,hton	fto4,fto2,fton	nto4	
10.0	dto4,dtoh	tto2	oton,oto4	rto2	hto2,hton	fto2,fton	nto4	
10.1	dto4,dtoh	tto2	oton,oto4	rto2	hto2,hton	fto2,fton	nto4	
10.2	dto4,dtoh	tto2	oton,oto4	rto2	hto2,hton	fto2,fton	nto4	
10.3	dto4,dtoh	tto2	oton,oto4	rto2	hto2,hton	fto2,fton	nto4	
10.4	dto4,dtoh	tto2	oton,oto4	rto2	hto2,hton	fto2,fton	nto4	
10.5	dto4,dtoh	tto2	oton,oto4	rto2	hto2,hton	fto2,fton	nto4	
10.6	dto4,dtoh	tto2	oton,oto4	rto2	hto2,hton	fto2,fton	nto4	
10.7	dto4,dtoh	tto2	oton,oto4	rto2	hto2,hton	fto2,fton	nto4	
10.8	dto4,dtoh	tto2	oton,oto4	rto2	hto2,hton	fto2,fton	nto4	
10.9	dto4,dtoh	tto2	oton,oto4	rto2	hto2,hton	fto2,fton	nto4	
10.10	dto4	tto2,ttor,ttoh,tto4	oton,oto4,otor,otoh	rto2	hto2,hton,htor,hto4	fto2,fton	nto4	
10.11	dto4	tto2,ttor,ttoh,tto4	oton,oto4,otor,otoh	rto2	hto2,hton,htor,hto4	fto2,fton	nto4	
10.12	dto4	tto2,ttor,ttoh	oton,oto4,otor,otoh	rto2	hto2,hton,htor	fto2,fton	nto4	
10.13	dto4	tto2,ttor,ttoh	oton,oto4,otor,otoh	rto2	hto2,hton,htor	fto2,fton	nto4	
10.14	dto4,dtoh	tto2,ttor,ttoh	oton,oto4,otor,otoh	rto2	hto2,hton,htor	fto2,fton	nto4	
10.15	dto4,dtoh	tto2,ttor,ttoh	oton,oto4,otor,otoh	rto2	hto2,hton,htor	fto2,fton	nto4	
11.0	dto4,dtoh	tto2	oton,oto4,oto2	rto2,rton	hto2,hton	fto2,fton	nto4	
11.1	dto4,dtoh,dtor	tto2	oton,oto4,oto2	rto2,rton,rtof	hto2,hton	fto2,fton	nto4	
11.2	dto4,dtoh,dtor	tto2	oton,oto4,oto2	rto2,rton,rtof	hto2,hton	fto2,fton	nto4	
11.3	dto4,dtoh	tto2	oton,oto4,oto2	rto2,rton,rtof	hto2,hton,htor	fto2,fton	nto4	
11.4	dto4,dtoh	tto2	oton,oto4,oto2	rto2,rton,rtof	hto2,hton,htor	fto2,fton	nto4	
11.5	dto4,dtoh,dtor	tto2	oton,oto4,oto2	rto2,rton,rtof	hto2,hton,htor	fto2,fton	nto4	
11.6	dto4,dtoh,dtor	tto2	oton,oto4,oto2	rto2,rton,rtof	hto2,hton,htor	fto2,fton	nto4	
11.7	dto4,dtoh,dtor	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton	nto4	
11.8	dto4,dtoh	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton	nto4	
11.9	dto4,dtoh	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton	nto4	
11.10	dto4,dtor	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton	nto4	
11.11	dto4,dtor	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton	nto4	
11.12	dto4,dtoh	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton	nto4	
11.13	dto4,dtoh	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton	nto4	
11.14	dto4,dtoh	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton,fto4	nto4	
11.15	dto4,dtoh,dtor	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton,fto4	nto4	
11.16	dto4,dtoh,dtor	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton,fto4	nto4	
11.17	dto4,dtoh,dtor	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton,fto4	nto4	
11.18	dto4,dtoh,dtor	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton,fto4	nto4	
11.19	dto4,dtoh,dtor	tto2,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hto2,hton,htor	fto2,fton,fto4	nto4	
12.0	dto4	tto2,tto4	oton,oto4,oto2	rto2,rton	hto2,hton,hto4	fto2,fton	nto4	
12.1	dto4	tto2,tto4,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rton	hto2,hton,hto4	fto2,fton	nto4	
12.2	dto4	tto2,tto4,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rton	hto2,hton,hto4	fto2,fton	nto4	
12.3	dto4	tto2,tto4,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rton	hto2,hton,hto4	fto2,fton	nto4	
12.4	dto4	tto2,tto4,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rton	hto2,hton,hto4	fto2,fton	nto4	
12.5	dto4	tto2,tto4,ttor,ttoh	oton,oto4,oto2,otor,otoh	rto2,rton	hto2,hton,hto4	fto2,fton	nto4	
12.6	dto4,dtoh	tto2,tto4	oton,oto4,oto2	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.7	dto4,dtoh	tto2,tto4	oton,oto4,oto2	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.8	dto4,dtoh	tto2,tto4,ttoh	oton,oto4,oto2,otoh	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.9	dto4,dtoh	tto2,tto4,ttoh	oton,oto4,oto2,otoh	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.10	dto4,dtoh	tto2,tto4,ttoh,ttor	oton,oto4,otoh,otor	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.11	dto4,dtoh	tto2,tto4,ttoh,ttor,ttof	oton,oto4,otoh,otor,otof	rto2,rton	hto2,hton,hto4,htor,htof	fto2,fton	nto4	
12.12	dto4,dtoh	tto2,tto4,ttoh,ttor	oton,oto4,otoh,otor	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.13	dto4,dtoh	tto2,tto4,ttoh,ttor	oton,oto4,otoh,otor	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.14	dto4,dtoh,dtof	tto2,tto4,ttoh,ttor,ttof	oton,oto4,otoh,otor,otof	rto2,rton	hto2,hton,hto4,htor,htof	fto2,fton	nto4,nto2	
12.15	dto4,dtoh	tto2,tto4,ttoh,ttor	oton,oto4,otoh,otor	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.16	dto4,dtoh	tto2,tto4,ttoh,ttor	oton,oto4,otoh,otor	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.17	dto4,dtoh	tto2,tto4,ttoh,ttor	oton,oto4,otoh,otor	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.18	dto4,dtoh,dtof	tto2,tto4,ttoh,ttor,ttof	oton,oto4,otoh,otor,otof	rto2,rton	hto2,hton,hto4,htor,htof	fto2,fton	nto4	
12.19	dto4,dtoh	tto2,tto4,ttoh,ttor	oton,oto4,otoh,otor	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.20	dto4,dtoh	tto2,tto4,ttoh,ttor,ttof	oton,oto4,otoh,otor,otof	rto2,rton	hto2,hton,hto4,htor	fto2,fton	nto4	
12.21	dto4,dtoh	tto2,tto4	oton,oto4,oto2	rto2,rton	hton,htor	fto2,fton	nto4	
12.22	dto4,dtoh	tto2,tto4,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hton,htor,hto4,hto2	fto2,fton	nto4	
12.23	dto4,dtoh	tto2,tto4,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hton,htor,hto4,hto2	fto2,fton	nto4	
12.24	dto4,dtoh	tto2,tto4,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hton,htor,hto4,hto2	fto2,fton	nto4	
12.25	dto4,dtoh	tto2,tto4,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hton,htor,hto4,hto2	fto2,fton	nto4	
12.26	dto4,dtoh	tto2,tto4,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hton,htor,hto4,hto2	fto2,fton	nto4	
12.27	dto4,dtoh	tto2,tto4,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hton,htor,hto4,hto2	fto2,fton	nto4	
12.28	dto4,dtoh	tto2,tto4,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hton,htor,hto4,hto2	fto2,fton	nto4	
12.29	dto4,dtoh	tto2,tto4,ttoh	oton,oto4,oto2,otoh	rto2,rton,rtof	hton,htor,hto4,hto2	fto2,fton	nto4	
12.30	dto4,dtoh,dtor	tto2,tto4,ttoh,ttor	oton,oto4,oto2,otoh,otor	rto2,rton	hton,htor,hto4,hto2	fto2,fton	nto4	
12.31	dto4,dtoh	tto2,tto4,ttoh,ttor	oton,oto4,oto2,otoh,otor	rto2,rton	hton,htor,hto4,hto2	fto2,fton	nto4	
12.32	dto4,dtoh	tto2,tto4,ttoh,ttor	oton,oto4,oto2,otoh,otor	rto2,rton	hton,htor,hto4,hto2	fto2,fton	nto4	
13.0		tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2	fto2,fton	nto4,nto2	
13.1	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2	fto2,fton	nto4,nto2	
13.2	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtof	hton,hto4,hto2	fto2,fton	nto4,nto2	
13.3	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtof	hton,hto4,hto2	fto2,fton	nto4,nto2	
13.4	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtof	hton,hto4,hto2	fto2,fton	nto4,nto2	
13.5	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2	fto2,fton	nto4,nto2	
13.6	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtoh	hton,hto4,hto2	fto2,fton	nto4,nto2	
13.7	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtoh,rtof	hton,hto4,hto2,htof	fto2,fton	nto4,nto2	
13.8	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtoh,rtof	hton,hto4,hto2,htof	fto2,fton	nto4,nto2	
13.9	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtoh,rtof	hton,hto4,hto2,htof	fto2,fton	nto4,nto2	
13.10	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtoh,rtof	hton,hto4,hto2,htof	fto2,fton	nto4,nto2	
13.11	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtoh	hton,hto4,hto2,htof	fto2,fton	nto4,nto2	
13.12	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtoh	hton,hto4,hto2,htof	fto2,fton	nto4,nto2	
13.13	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2	fto2,fton	nto4	
13.14	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtof	hton,hto4,hto2	fto2,fton	nto4	
13.15	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2	fto2,fton	nto4	
13.16	dtor,dtof	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtof	hton,hto4,hto2	fto2,fton,fto4	nto4	
13.17	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2	fto2,fton,fto4	nto4	
13.18	dtoh	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2,htor	fto2,fton,fto4	nto4	
13.19		tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtoh	hton,hto4,hto2	fto2,fton,fto4	nto4	
13.20		tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2	fto2,fton,fto4	nto4	
13.21		tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtoh	hton,hto4,hto2	fto2,fton,fto4	nto4	
13.22	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2	fto2,fton,fto4	nto4	
13.23	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2	fto2,fton,fto4	nto4	
13.24	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2	fto2,fton,fto4	nto4	
13.25	dtor	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4	hton,hto4,hto2	fto2,fton,fto4	nto4	
13.26	dtoh	tto2,tto4	oton,oto4,oto2	rto2,rton,rto4,rtof	hton,hto4,hto2,htor	fto2,fton,fto4	nto4	
